Tipo,Campos presentes,Número de facturas,Primera factura,Campos faltantes
Tipo 95,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, com:Exportacion, com:condicionesDePago, com:ctaPago, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Clabe, emp:extra03Cuenta, emp:extra03Ref, emp:extra04Banco, emp:extra04Clabe, emp:extra04Cuenta, emp:extra04Ref, emp:extra05Banco, emp:extra05Clabe, emp:extra05Cuenta, emp:extra05Ref, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:numGuia, emp:numped, emp:obs01, emp:obs02, emp:ordComp, emp:ordEnt, emp:ordSal, emp:sumaBultos, emp:sumaKilos, emp:trans1, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:CPLabel, re:CPPDF, re:DomicilioFiscalReceptor, re:RegimenFiscalReceptor, re:UsoCFDI, re:calle, re:codigoPostal, re:colonia, re:estado, re:estadoPDF, re:idFiscal, re:localidad, re:municipio, re:noExterior, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",1,fp209295.txt,"emp:ship05, infoG:Meses, add:qadTipoAddenda, cExt:ClaveDePedimento, com:auxCambio, cExt:TipoOperacion, add:pedido, cExt:TotalUSD, re:noInterior, re:NumRegIDTrib, re:referencia, cExt:CertificadoOrigen, emp:ship02, infoG:Anio, FA:TxtRelacion, add:almacen, com:etiqCambio, cExt_Receptor:NumRegIdTrib, FA:DescRelacionUUID, tot:txtIEPS, add:valor, cExt:Incoterm, cExt:Version, tot:auxIEPS, cExt:Subdivision, cExt:TipoCambioUSD, com:descuento, emp:ship01, re:ResidenciaFiscal, cExt_Emisor:Curp, cExt_Domicilio:CodigoPostalCP, emp:ship03, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 96,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, com:Exportacion, com:condicionesDePago, com:ctaPago, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Clabe, emp:extra03Cuenta, emp:extra03Ref, emp:extra04Banco, emp:extra04Clabe, emp:extra04Cuenta, emp:extra05Banco, emp:extra05Clabe, emp:extra05Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:numGuia, emp:numped, emp:ordComp, emp:ordEnt, emp:ordSal, emp:ship01, emp:ship03, emp:ship05, emp:sumaBultos, emp:sumaKilos, emp:trans1, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:CPLabel, re:CPPDF, re:DomicilioFiscalReceptor, re:RegimenFiscalReceptor, re:UsoCFDI, re:calle, re:codigoPostal, re:colonia, re:estado, re:estadoPDF, re:idFiscal, re:localidad, re:municipio, re:noExterior, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",1,fp209380.txt,"infoG:Meses, add:qadTipoAddenda, cExt:ClaveDePedimento, emp:extra05Ref, com:auxCambio, cExt:TipoOperacion, emp:obs02, add:pedido, cExt:TotalUSD, re:noInterior, re:NumRegIDTrib, re:referencia, cExt:CertificadoOrigen, emp:ship02, emp:obs01, infoG:Anio, FA:TxtRelacion, add:almacen, com:etiqCambio, cExt_Receptor:NumRegIdTrib, FA:DescRelacionUUID, tot:txtIEPS, add:valor, cExt:Incoterm, cExt:Version, tot:auxIEPS, cExt:Subdivision, cExt:TipoCambioUSD, com:descuento, emp:extra04Ref, re:ResidenciaFiscal, cExt_Emisor:Curp, cExt_Domicilio:CodigoPostalCP, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 97,"FA:DescRelacionUUID, FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:TxtRelacion, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, cExt:CertificadoOrigen, cExt:ClaveDePedimento, cExt:Incoterm, cExt:TipoCambioUSD, cExt:TotalUSD, cExt:Version, cExt_Domicilio:CodigoPostalCP, cExt_Emisor:Curp, cExt_Receptor:NumRegIdTrib, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:obs01, emp:obs02, emp:sumaBultos, emp:sumaKilos, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:CPLabel, re:CPPDF, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:colonia, re:estado, re:idFiscal, re:localidad, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",1,fp209451.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, emp:numped, add:pedido, emp:extra03Ref, re:noInterior, emp:ordSal, re:referencia, re:estadoPDF, emp:ship02, emp:numGuia, infoG:Anio, emp:ordComp, add:almacen, emp:ordEnt, emp:extra04Banco, re:noExterior, tot:txtIEPS, add:valor, emp:extra04Clabe, emp:extra04Cuenta, cExt:Subdivision, tot:auxIEPS, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, emp:trans1, emp:ship03, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 98,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, cExt:CertificadoOrigen, cExt:ClaveDePedimento, cExt:Incoterm, cExt:TipoCambioUSD, cExt:TotalUSD, cExt:Version, cExt_Domicilio:CodigoPostalCP, cExt_Emisor:Curp, cExt_Receptor:NumRegIdTrib, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:numGuia, emp:numped, emp:obs01, emp:obs02, emp:ordEnt, emp:ordSal, emp:sumaBultos, emp:sumaKilos, emp:trans1, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:colonia, re:estado, re:idFiscal, re:localidad, re:noExterior, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",3,fp209543.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, add:pedido, emp:extra03Ref, re:noInterior, re:referencia, re:estadoPDF, emp:ship02, infoG:Anio, FA:TxtRelacion, emp:ordComp, add:almacen, emp:extra04Banco, re:CPLabel, FA:DescRelacionUUID, tot:txtIEPS, add:valor, emp:extra04Clabe, emp:extra04Cuenta, cExt:Subdivision, tot:auxIEPS, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, emp:ship03, re:CPPDF, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 99,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, com:Exportacion, com:condicionesDePago, com:ctaPago, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Clabe, emp:extra03Cuenta, emp:extra03Ref, emp:extra04Banco, emp:extra04Clabe, emp:extra04Cuenta, emp:extra04Ref, emp:extra05Banco, emp:extra05Clabe, emp:extra05Cuenta, emp:extra05Ref, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:numGuia, emp:numped, emp:ordComp, emp:ordEnt, emp:ordSal, emp:ship01, emp:ship03, emp:ship04, emp:ship05, emp:sumaBultos, emp:sumaKilos, emp:trans1, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:CPLabel, re:CPPDF, re:DomicilioFiscalReceptor, re:RegimenFiscalReceptor, re:UsoCFDI, re:calle, re:codigoPostal, re:colonia, re:estado, re:estadoPDF, re:idFiscal, re:localidad, re:municipio, re:noExterior, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",1,fp210364.txt,"infoG:Meses, add:qadTipoAddenda, cExt:ClaveDePedimento, com:auxCambio, cExt:TipoOperacion, emp:obs02, add:pedido, cExt:TotalUSD, re:noInterior, re:NumRegIDTrib, re:referencia, cExt:CertificadoOrigen, emp:ship02, emp:obs01, infoG:Anio, FA:TxtRelacion, add:almacen, com:etiqCambio, cExt_Receptor:NumRegIdTrib, FA:DescRelacionUUID, tot:txtIEPS, add:valor, cExt:Incoterm, cExt:Version, tot:auxIEPS, cExt:Subdivision, cExt:TipoCambioUSD, com:descuento, re:ResidenciaFiscal, cExt_Emisor:Curp, cExt_Domicilio:CodigoPostalCP, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 100,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:obs01, emp:sumaBultos, emp:sumaKilos, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:estado, re:idFiscal, re:localidad, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",2,fp210824.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, cExt:ClaveDePedimento, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, emp:numped, emp:obs02, add:pedido, cExt:TotalUSD, emp:extra03Ref, re:noInterior, emp:ordSal, re:referencia, re:estadoPDF, cExt:CertificadoOrigen, emp:ship02, emp:numGuia, infoG:Anio, FA:TxtRelacion, emp:ordComp, add:almacen, emp:ordEnt, emp:extra04Banco, re:CPLabel, cExt_Receptor:NumRegIdTrib, re:noExterior, tot:txtIEPS, add:valor, emp:extra04Clabe, FA:DescRelacionUUID, cExt:Incoterm, emp:extra04Cuenta, cExt:Version, tot:auxIEPS, cExt:Subdivision, cExt:TipoCambioUSD, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, emp:trans1, cExt_Emisor:Curp, cExt_Domicilio:CodigoPostalCP, re:colonia, emp:ship03, re:CPPDF, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 101,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, cExt:CertificadoOrigen, cExt:ClaveDePedimento, cExt:Incoterm, cExt:TipoCambioUSD, cExt:TotalUSD, cExt:Version, cExt_Domicilio:CodigoPostalCP, cExt_Emisor:Curp, cExt_Receptor:NumRegIdTrib, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:numGuia, emp:numped, emp:obs01, emp:obs02, emp:ordEnt, emp:ordSal, emp:sumaBultos, emp:sumaKilos, emp:trans1, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:CPLabel, re:CPPDF, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:estado, re:idFiscal, re:localidad, re:noExterior, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",1,fp210838.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, add:pedido, emp:extra03Ref, re:noInterior, re:referencia, re:estadoPDF, emp:ship02, infoG:Anio, FA:TxtRelacion, emp:ordComp, add:almacen, emp:extra04Banco, FA:DescRelacionUUID, tot:txtIEPS, add:valor, emp:extra04Clabe, emp:extra04Cuenta, cExt:Subdivision, tot:auxIEPS, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, re:colonia, emp:ship03, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 102,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, com:Exportacion, com:condicionesDePago, com:ctaPago, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Clabe, emp:extra03Cuenta, emp:extra03Ref, emp:extra04Banco, emp:extra04Clabe, emp:extra04Cuenta, emp:extra04Ref, emp:extra05Banco, emp:extra05Clabe, emp:extra05Cuenta, emp:extra05Ref, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:obs02, emp:ordComp, emp:sumaBultos, emp:sumaKilos, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:CPLabel, re:CPPDF, re:DomicilioFiscalReceptor, re:RegimenFiscalReceptor, re:UsoCFDI, re:calle, re:codigoPostal, re:colonia, re:estado, re:estadoPDF, re:idFiscal, re:localidad, re:municipio, re:noExterior, re:noInterior, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",1,fp211243.txt,"emp:ship05, infoG:Meses, add:qadTipoAddenda, cExt:ClaveDePedimento, com:auxCambio, cExt:TipoOperacion, emp:numped, add:pedido, cExt:TotalUSD, emp:ordSal, re:NumRegIDTrib, re:referencia, cExt:CertificadoOrigen, emp:ship02, emp:obs01, emp:numGuia, infoG:Anio, FA:TxtRelacion, add:almacen, com:etiqCambio, emp:ordEnt, cExt_Receptor:NumRegIdTrib, FA:DescRelacionUUID, tot:txtIEPS, add:valor, cExt:Incoterm, cExt:Version, tot:auxIEPS, cExt:Subdivision, cExt:TipoCambioUSD, com:descuento, emp:ship01, emp:trans1, re:ResidenciaFiscal, cExt_Emisor:Curp, cExt_Domicilio:CodigoPostalCP, emp:ship03, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 103,"FA:DescRelacionUUID, FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:TxtRelacion, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, cExt:CertificadoOrigen, cExt:ClaveDePedimento, cExt:Incoterm, cExt:TipoCambioUSD, cExt:TotalUSD, cExt:Version, cExt_Emisor:Curp, cExt_Receptor:NumRegIdTrib, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:numGuia, emp:numped, emp:obs01, emp:obs02, emp:ordComp, emp:ordEnt, emp:ordSal, emp:sumaBultos, emp:sumaKilos, emp:trans1, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:estado, re:idFiscal, re:localidad, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",1,fp211618.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, add:pedido, emp:extra03Ref, re:noInterior, re:referencia, re:estadoPDF, emp:ship02, infoG:Anio, add:almacen, emp:extra04Banco, re:CPLabel, re:noExterior, tot:txtIEPS, add:valor, emp:extra04Clabe, emp:extra04Cuenta, cExt:Subdivision, tot:auxIEPS, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, cExt_Domicilio:CodigoPostalCP, re:colonia, emp:ship03, re:CPPDF, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 104,"FA:DescRelacionUUID, FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:TxtRelacion, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, com:Exportacion, com:condicionesDePago, com:ctaPago, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Clabe, emp:extra03Cuenta, emp:extra03Ref, emp:extra04Banco, emp:extra04Clabe, emp:extra04Cuenta, emp:extra04Ref, emp:extra05Banco, emp:extra05Clabe, emp:extra05Cuenta, emp:extra05Ref, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:ordComp, emp:sumaBultos, emp:sumaKilos, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:CPLabel, re:CPPDF, re:DomicilioFiscalReceptor, re:RegimenFiscalReceptor, re:UsoCFDI, re:calle, re:codigoPostal, re:colonia, re:estado, re:estadoPDF, re:idFiscal, re:localidad, re:municipio, re:noExterior, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:auxIEPS, tot:cantidadConLetra, tot:etiqIEPS, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx, tot:txtIEPS",1,fp211619.txt,"emp:ship05, infoG:Meses, add:qadTipoAddenda, cExt:ClaveDePedimento, com:auxCambio, cExt:TipoOperacion, emp:numped, emp:obs02, add:pedido, cExt:TotalUSD, re:noInterior, emp:ordSal, re:NumRegIDTrib, re:referencia, cExt:CertificadoOrigen, emp:ship02, emp:obs01, emp:numGuia, infoG:Anio, add:almacen, com:etiqCambio, emp:ordEnt, cExt_Receptor:NumRegIdTrib, add:valor, cExt:Incoterm, cExt:Version, cExt:Subdivision, cExt:TipoCambioUSD, com:descuento, emp:ship01, emp:trans1, re:ResidenciaFiscal, cExt_Emisor:Curp, cExt_Domicilio:CodigoPostalCP, emp:ship03, emp:ship04, infoG:Periodicidad, add:negociacion"
